file,index,orig_id,label,start,end,seq_len,k,energy_mfe,keys
000464.npz,464,000465_label0,0,0,300,300,6,-84.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000465.npz,465,000466_label0,0,0,300,300,6,-98.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000466.npz,466,000467_label0,0,0,300,300,6,-64.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000467.npz,467,000468_label0,0,0,300,300,6,-85.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000468.npz,468,000469_label0,0,0,300,300,6,-45.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000469.npz,469,000470_label0,0,0,300,300,6,-70.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000470.npz,470,000471_label0,0,0,300,300,6,-36.17,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000471.npz,471,000472_label0,0,0,300,300,6,-76.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000472.npz,472,000473_label0,0,0,300,300,6,-81.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000473.npz,473,000474_label0,0,0,300,300,6,-70.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000474.npz,474,000475_label0,0,0,300,300,6,-81.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000475.npz,475,000476_label0,0,0,300,300,6,-95.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000476.npz,476,000477_label0,0,0,300,300,6,-117.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000477.npz,477,000478_label0,0,0,300,300,6,-83.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000478.npz,478,000479_label0,0,0,300,300,6,-90.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000479.npz,479,000480_label0,0,0,300,300,6,-75.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000480.npz,480,000481_label0,0,0,300,300,6,-93.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000481.npz,481,000482_label0,0,0,300,300,6,-74.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000482.npz,482,000483_label0,0,0,300,300,6,-54.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000483.npz,483,000484_label0,0,0,300,300,6,-104.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000484.npz,484,000485_label0,0,0,300,300,6,-51.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000485.npz,485,000486_label0,0,0,300,300,6,-61.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000486.npz,486,000487_label0,0,0,300,300,6,-80.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000487.npz,487,000488_label0,0,0,300,300,6,-77.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000488.npz,488,000489_label0,0,0,300,300,6,-69.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000489.npz,489,000490_label0,0,0,300,300,6,-71.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000490.npz,490,000491_label0,0,0,300,300,6,-111.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000491.npz,491,000492_label0,0,0,300,300,6,-84.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000492.npz,492,000493_label0,0,0,300,300,6,-95.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000493.npz,493,000494_label0,0,0,300,300,6,-53.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000494.npz,494,000495_label0,0,0,300,300,6,-98.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000495.npz,495,000496_label0,0,0,300,300,6,-73.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000496.npz,496,000497_label0,0,0,300,300,6,-107.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000497.npz,497,000498_label0,0,0,300,300,6,-73.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000498.npz,498,000499_label0,0,0,300,300,6,-116.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000499.npz,499,000500_label0,0,0,300,300,6,-103.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000500.npz,500,000501_label1,1,0,300,300,6,-44.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000501.npz,501,000502_label1,1,0,300,300,6,-64.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000502.npz,502,000503_label1,1,0,300,300,6,-44.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000503.npz,503,000504_label1,1,0,300,300,6,-78.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000504.npz,504,000505_label1,1,0,300,300,6,-79.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000505.npz,505,000506_label1,1,0,300,300,6,-34.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000506.npz,506,000507_label1,1,0,300,300,6,-124.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000507.npz,507,000508_label1,1,0,300,300,6,-50.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000508.npz,508,000509_label1,1,0,300,300,6,-42.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000509.npz,509,000510_label1,1,0,300,300,6,-34.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000510.npz,510,000511_label1,1,0,300,300,6,-59.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000511.npz,511,000512_label1,1,0,300,300,6,-75.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000512.npz,512,000513_label1,1,0,300,300,6,-64.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000513.npz,513,000514_label1,1,0,300,300,6,-90.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000514.npz,514,000515_label1,1,0,300,300,6,-46.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000515.npz,515,000516_label1,1,0,300,300,6,-54.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000516.npz,516,000517_label1,1,0,300,300,6,-81.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000517.npz,517,000518_label1,1,0,300,300,6,-59.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000518.npz,518,000519_label1,1,0,300,300,6,-40.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000519.npz,519,000520_label1,1,0,300,300,6,-57.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000520.npz,520,000521_label1,1,0,300,300,6,-51.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000521.npz,521,000522_label1,1,0,300,300,6,-57.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000522.npz,522,000523_label1,1,0,300,300,6,-52.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000523.npz,523,000524_label1,1,0,300,300,6,-58.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000524.npz,524,000525_label1,1,0,300,300,6,-55.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000525.npz,525,000526_label1,1,0,300,300,6,-59.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000526.npz,526,000527_label1,1,0,300,300,6,-58.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000527.npz,527,000528_label1,1,0,300,300,6,-63.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000528.npz,528,000529_label1,1,0,300,300,6,-39.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000529.npz,529,000530_label1,1,0,300,300,6,-71.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000530.npz,530,000531_label1,1,0,300,300,6,-72.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000531.npz,531,000532_label1,1,0,300,300,6,-47.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000532.npz,532,000533_label1,1,0,300,300,6,-54.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000533.npz,533,000534_label1,1,0,300,300,6,-67.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000534.npz,534,000535_label1,1,0,300,300,6,-56.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000535.npz,535,000536_label1,1,0,300,300,6,-50.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000536.npz,536,000537_label1,1,0,300,300,6,-45.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000537.npz,537,000538_label1,1,0,300,300,6,-64.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000538.npz,538,000539_label1,1,0,300,300,6,-83.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000539.npz,539,000540_label1,1,0,300,300,6,-73.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000540.npz,540,000541_label1,1,0,300,300,6,-51.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000541.npz,541,000542_label1,1,0,300,300,6,-37.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000542.npz,542,000543_label1,1,0,300,300,6,-62.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000543.npz,543,000544_label1,1,0,300,300,6,-76.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000544.npz,544,000545_label1,1,0,300,300,6,-77.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000545.npz,545,000546_label1,1,0,300,300,6,-49.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000546.npz,546,000547_label1,1,0,300,300,6,-69.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000547.npz,547,000548_label1,1,0,300,300,6,-59.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000548.npz,548,000549_label1,1,0,300,300,6,-49.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000549.npz,549,000550_label1,1,0,300,300,6,-73.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000550.npz,550,000551_label1,1,0,300,300,6,-79.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000551.npz,551,000552_label1,1,0,300,300,6,-55.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000552.npz,552,000553_label1,1,0,300,300,6,-62.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000553.npz,553,000554_label1,1,0,300,300,6,-48.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000554.npz,554,000555_label1,1,0,300,300,6,-44.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000555.npz,555,000556_label1,1,0,300,300,6,-57.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000556.npz,556,000557_label1,1,0,300,300,6,-72.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000557.npz,557,000558_label1,1,0,300,300,6,-54.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000558.npz,558,000559_label1,1,0,300,300,6,-63.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000559.npz,559,000560_label1,1,0,300,300,6,-39.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000560.npz,560,000561_label1,1,0,300,300,6,-93.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000561.npz,561,000562_label1,1,0,300,300,6,-56.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000562.npz,562,000563_label1,1,0,300,300,6,-47.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000563.npz,563,000564_label1,1,0,300,300,6,-58.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000564.npz,564,000565_label1,1,0,300,300,6,-53.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000565.npz,565,000566_label1,1,0,300,300,6,-61.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000566.npz,566,000567_label1,1,0,300,300,6,-64.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000567.npz,567,000568_label1,1,0,300,300,6,-48.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000568.npz,568,000569_label1,1,0,300,300,6,-68.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000569.npz,569,000570_label1,1,0,300,300,6,-38.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000570.npz,570,000571_label1,1,0,300,300,6,-44.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000571.npz,571,000572_label1,1,0,300,300,6,-63.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000572.npz,572,000573_label1,1,0,300,300,6,-50.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000573.npz,573,000574_label1,1,0,300,300,6,-79.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000574.npz,574,000575_label1,1,0,300,300,6,-65.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000575.npz,575,000576_label1,1,0,300,300,6,-52.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000576.npz,576,000577_label1,1,0,300,300,6,-83.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000577.npz,577,000578_label1,1,0,300,300,6,-59.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000578.npz,578,000579_label1,1,0,300,300,6,-65.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000579.npz,579,000580_label1,1,0,300,300,6,-49.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000580.npz,580,000581_label1,1,0,300,300,6,-84.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000581.npz,581,000582_label1,1,0,300,300,6,-28.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000582.npz,582,000583_label1,1,0,300,300,6,-69.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000583.npz,583,000584_label1,1,0,300,300,6,-95.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000584.npz,584,000585_label1,1,0,300,300,6,-59.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000585.npz,585,000586_label1,1,0,300,300,6,-68.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000586.npz,586,000587_label1,1,0,300,300,6,-79.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000587.npz,587,000588_label1,1,0,300,300,6,-40.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000588.npz,588,000589_label1,1,0,300,300,6,-53.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000589.npz,589,000590_label1,1,0,300,300,6,-37.27,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000590.npz,590,000591_label1,1,0,300,300,6,-67.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000591.npz,591,000592_label1,1,0,300,300,6,-53.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000592.npz,592,000593_label1,1,0,300,300,6,-51.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000593.npz,593,000594_label1,1,0,300,300,6,-36.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000594.npz,594,000595_label1,1,0,300,300,6,-76.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000595.npz,595,000596_label1,1,0,300,300,6,-78.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000596.npz,596,000597_label1,1,0,300,300,6,-67.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000597.npz,597,000598_label1,1,0,300,300,6,-60.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000598.npz,598,000599_label1,1,0,300,300,6,-63.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000599.npz,599,000600_label1,1,0,300,300,6,-46.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000600.npz,600,000601_label1,1,0,300,300,6,-69.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000601.npz,601,000602_label1,1,0,300,300,6,-61.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000602.npz,602,000603_label1,1,0,300,300,6,-52.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000603.npz,603,000604_label1,1,0,300,300,6,-49.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000604.npz,604,000605_label1,1,0,300,300,6,-47.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000605.npz,605,000606_label1,1,0,300,300,6,-77.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000606.npz,606,000607_label1,1,0,300,300,6,-59.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000607.npz,607,000608_label1,1,0,300,300,6,-71.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000608.npz,608,000609_label1,1,0,300,300,6,-60.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000609.npz,609,000610_label1,1,0,300,300,6,-66.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000610.npz,610,000611_label1,1,0,300,300,6,-49.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000611.npz,611,000612_label1,1,0,300,300,6,-66.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000612.npz,612,000613_label1,1,0,300,300,6,-49.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000613.npz,613,000614_label1,1,0,300,300,6,-21.82,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000614.npz,614,000615_label1,1,0,300,300,6,-50.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000615.npz,615,000616_label1,1,0,300,300,6,-85.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000616.npz,616,000617_label1,1,0,300,300,6,-52.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000617.npz,617,000618_label1,1,0,300,300,6,-45.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000618.npz,618,000619_label1,1,0,300,300,6,-55.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000619.npz,619,000620_label1,1,0,300,300,6,-55.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000620.npz,620,000621_label1,1,0,300,300,6,-31.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000621.npz,621,000622_label1,1,0,300,300,6,-61.05,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000622.npz,622,000623_label1,1,0,300,300,6,-70.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000623.npz,623,000624_label1,1,0,300,300,6,-38.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000624.npz,624,000625_label1,1,0,300,300,6,-58.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000625.npz,625,000626_label1,1,0,300,300,6,-74.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000626.npz,626,000627_label1,1,0,300,300,6,-60.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000627.npz,627,000628_label1,1,0,300,300,6,-47.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000628.npz,628,000629_label1,1,0,300,300,6,-50.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000629.npz,629,000630_label1,1,0,300,300,6,-31.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000630.npz,630,000631_label1,1,0,300,300,6,-72.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000631.npz,631,000632_label1,1,0,300,300,6,-73.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000632.npz,632,000633_label1,1,0,300,300,6,-46.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000633.npz,633,000634_label1,1,0,300,300,6,-90.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000634.npz,634,000635_label1,1,0,300,300,6,-49.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000635.npz,635,000636_label1,1,0,300,300,6,-53.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000636.npz,636,000637_label1,1,0,300,300,6,-62.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000637.npz,637,000638_label1,1,0,300,300,6,-110.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000638.npz,638,000639_label1,1,0,300,300,6,-86.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000639.npz,639,000640_label1,1,0,300,300,6,-50.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000640.npz,640,000641_label1,1,0,300,300,6,-73.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000641.npz,641,000642_label1,1,0,300,300,6,-74.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000642.npz,642,000643_label1,1,0,300,300,6,-79.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000643.npz,643,000644_label1,1,0,300,300,6,-68.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000644.npz,644,000645_label1,1,0,300,300,6,-49.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000645.npz,645,000646_label1,1,0,300,300,6,-66.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000646.npz,646,000647_label1,1,0,300,300,6,-72.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000647.npz,647,000648_label1,1,0,300,300,6,-80.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000648.npz,648,000649_label1,1,0,300,300,6,-59.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000649.npz,649,000650_label1,1,0,300,300,6,-59.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000650.npz,650,000651_label1,1,0,300,300,6,-62.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000651.npz,651,000652_label1,1,0,300,300,6,-38.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000652.npz,652,000653_label1,1,0,300,300,6,-72.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000653.npz,653,000654_label1,1,0,300,300,6,-47.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000654.npz,654,000655_label1,1,0,300,300,6,-54.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000655.npz,655,000656_label1,1,0,300,300,6,-49.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000656.npz,656,000657_label1,1,0,300,300,6,-76.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000657.npz,657,000658_label1,1,0,300,300,6,-44.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000658.npz,658,000659_label1,1,0,300,300,6,-34.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000659.npz,659,000660_label1,1,0,300,300,6,-55.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000660.npz,660,000661_label1,1,0,300,300,6,-80.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000661.npz,661,000662_label1,1,0,300,300,6,-70.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000662.npz,662,000663_label1,1,0,300,300,6,-64.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000663.npz,663,000664_label1,1,0,300,300,6,-66.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000664.npz,664,000665_label1,1,0,300,300,6,-84.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000665.npz,665,000666_label1,1,0,300,300,6,-50.4,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000666.npz,666,000667_label1,1,0,300,300,6,-59.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000667.npz,667,000668_label1,1,0,300,300,6,-38.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000668.npz,668,000669_label1,1,0,300,300,6,-89.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000669.npz,669,000670_label1,1,0,300,300,6,-31.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000670.npz,670,000671_label1,1,0,300,300,6,-57.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000671.npz,671,000672_label1,1,0,300,300,6,-63.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000672.npz,672,000673_label1,1,0,300,300,6,-55.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000673.npz,673,000674_label1,1,0,300,300,6,-69.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000674.npz,674,000675_label1,1,0,300,300,6,-68.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000675.npz,675,000676_label1,1,0,300,300,6,-61.8,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000676.npz,676,000677_label1,1,0,300,300,6,-75.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000677.npz,677,000678_label1,1,0,300,300,6,-64.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000678.npz,678,000679_label1,1,0,300,300,6,-51.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000679.npz,679,000680_label1,1,0,300,300,6,-35.6,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000680.npz,680,000681_label1,1,0,300,300,6,-47.3,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000681.npz,681,000682_label1,1,0,300,300,6,-60.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000682.npz,682,000683_label1,1,0,300,300,6,-75.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000683.npz,683,000684_label1,1,0,300,300,6,-83.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000684.npz,684,000685_label1,1,0,300,300,6,-62.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000685.npz,685,000686_label1,1,0,300,300,6,-60.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000686.npz,686,000687_label1,1,0,300,300,6,-37.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000687.npz,687,000688_label1,1,0,300,300,6,-45.9,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000688.npz,688,000689_label1,1,0,300,300,6,-36.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000689.npz,689,000690_label1,1,0,300,300,6,-48.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000690.npz,690,000691_label1,1,0,300,300,6,-69.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000691.npz,691,000692_label1,1,0,300,300,6,-71.2,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000692.npz,692,000693_label1,1,0,300,300,6,-82.0,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000693.npz,693,000694_label1,1,0,300,300,6,-50.1,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000694.npz,694,000695_label1,1,0,300,300,6,-84.5,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
000695.npz,695,000696_label1,1,0,300,300,6,-76.7,paired_flag|unpaired_flag|region_len_norm|mfe_energy_norm
